Game,total_industry,regard,total_science,uid,ai,huid,total_stars,total_fleets,total_strength,alias,avatar,conceded,ready,total_economy,missed_turns,karma_to_give,scanning,propulsion,terraforming,research,weapons,banking,manufacturing,position,Survived,Over 10,Podium,Winner,AFK,Rank,True Alias,Played,Max Tech
Kappa Azelfafage,949,0,326,31,0,59,79,68,132101,Tusky Tustkerson,42,0,0,971,0,16,16,15,38,16,66,21,31,5,1,1,0,0,0,1,Tusky Tustkerson,1,66
Kappa Azelfafage,656,0,308,43,0,64,68,94,162928,Darmody,8,0,0,523,0,16,16,15,38,15,67,17,35,6,1,1,0,0,0,1,Darmody,1,67
Kappa Azelfafage,141,0,44,10,0,41,9,42,80771,The Ascent of the Reaper,50,0,0,41,0,0,10,16,28,15,61,12,34,7,1,0,0,0,0,1,The Ascent of the Reaper,1,61
Kappa Azelfafage,83,0,15,51,0,36,9,6,35719,NotTheBEEEES,16,0,0,37,0,16,10,15,29,15,61,12,31,8,1,0,0,0,0,1,NotTheBEEEES,1,61
Kappa Azelfafage,55,0,13,57,0,34,7,37,18693,The Jewish Star Empire,38,0,0,92,0,4,10,18,17,14,56,12,25,9,1,0,0,0,0,1,The Jewish Star Empire,1,56
Kappa Azelfafage,0,0,0,52,1,11,0,0,0,Amp,33,1,1,0,0,16,4,5,5,6,5,5,4,,0,0,0,0,0,1,Amp,1,6
Kappa Azelfafage,0,0,0,37,1,56,0,0,0,AnonPete,38,1,1,0,0,16,4,3,3,3,4,4,3,,0,0,0,0,0,1,AnonPete,1,4
Kappa Azelfafage,0,0,0,49,0,28,0,0,0,Arachnid Threat,36,3,1,0,0,16,3,2,2,3,4,2,2,,0,0,0,0,0,1,Arachnid Threat,1,4
Kappa Azelfafage,0,0,0,41,1,27,0,0,0,Artdude82,38,1,1,0,0,16,5,4,3,5,6,4,5,,0,0,0,0,0,1,Artdude82,1,6
Kappa Azelfafage,0,0,0,1,0,19,0,0,0,aschimmo,33,3,1,0,0,16,6,7,7,7,9,9,7,,0,0,0,0,0,1,aschimmo,1,9
Kappa Azelfafage,0,0,0,16,1,35,0,0,0,chocolo,38,1,1,0,0,16,3,3,2,4,3,3,2,,0,0,0,0,0,1,chocolo,1,4
Kappa Azelfafage,0,0,0,42,0,23,0,0,0,Colored Silicon,32,3,1,0,0,16,4,2,2,2,2,3,2,,0,0,0,0,0,1,Colored Silicon,1,4
Kappa Azelfafage,0,0,0,26,1,1,0,0,0,Eigengeist,27,1,1,0,0,16,8,10,13,11,14,11,11,,0,0,0,0,0,1,Eigengeist,1,14
Kappa Azelfafage,0,0,0,2,1,54,0,0,0,gb1,38,1,1,0,0,16,13,11,13,15,18,12,12,,0,0,0,0,0,1,gb1,1,18
Kappa Azelfafage,0,0,0,5,0,49,0,0,0,GunTroll,38,3,1,0,0,16,3,2,3,2,3,2,3,,0,0,0,0,0,1,GunTroll,1,3
Kappa Azelfafage,0,0,0,6,1,8,0,0,0,harshkoala,38,1,1,0,0,5,4,3,2,2,5,2,2,,0,0,0,0,0,1,harshkoala,1,5
Kappa Azelfafage,0,0,0,59,0,48,0,0,0,Japanther,34,3,1,0,0,16,3,3,2,3,4,2,2,,0,0,0,0,0,1,Japanther,1,4
Kappa Azelfafage,0,0,0,28,0,33,0,0,0,Kalpish,33,3,1,0,0,16,7,6,12,8,11,9,9,,0,0,0,0,0,1,Kalpish,1,12
Kappa Azelfafage,0,0,0,39,0,44,0,0,0,Klackons,36,3,1,0,0,16,3,2,3,2,3,3,3,,0,0,0,0,0,1,Klackons,1,3
Kappa Azelfafage,0,0,0,44,1,45,0,0,0,LickMyIronHelmet,38,1,1,0,0,16,5,4,3,5,7,5,6,,0,0,0,0,0,1,LickMyIronHelmet,1,7
Kappa Azelfafage,0,0,0,55,1,6,0,0,0,Llucky Llama,40,1,1,0,0,16,7,8,7,9,18,10,9,,0,0,0,0,0,1,Llucky Llama,1,18
Kappa Azelfafage,0,0,0,18,1,55,0,0,0,MilkyDrinks,3,1,1,0,0,16,5,4,3,4,7,5,5,,0,0,0,0,0,1,MilkyDrinks,1,7
Kappa Azelfafage,0,0,0,15,0,5,0,0,0,MisterRich,32,3,1,0,0,16,3,3,4,2,6,3,3,,0,0,0,0,0,1,MisterRich,1,6
Kappa Azelfafage,0,0,0,13,0,32,0,0,0,oneukulele,38,3,1,0,0,0,3,2,2,1,2,2,2,,0,0,0,0,0,1,oneukulele,1,3
Kappa Azelfafage,0,0,0,21,0,29,0,0,0,Orion federation,32,3,1,0,0,16,3,4,4,4,4,4,4,,0,0,0,0,0,1,Orion federation,1,4
Kappa Azelfafage,0,0,0,63,1,18,0,0,0,P365,38,1,1,0,0,15,3,3,2,3,5,2,3,,0,0,0,0,0,1,P365,1,5
Kappa Azelfafage,0,0,0,33,0,58,0,0,0,Peanut Butter,50,3,1,0,0,16,3,2,2,3,3,1,2,,0,0,0,0,0,1,Peanut Butter,1,3
Kappa Azelfafage,0,0,0,56,1,15,0,0,0,Positive Transactions,38,1,1,0,0,16,4,3,4,4,4,4,4,,0,0,0,0,0,1,Positive Transactions,1,4
Kappa Azelfafage,0,0,0,23,1,61,0,0,0,Prior Federation,32,1,1,0,0,16,4,3,4,2,4,4,3,,0,0,0,0,0,1,Prior Federation,1,4
Kappa Azelfafage,0,0,0,61,1,43,0,0,0,Redshift,36,1,1,0,0,16,4,3,2,2,3,3,3,,0,0,0,0,0,1,Redshift,1,4
Kappa Azelfafage,0,0,0,58,1,26,0,0,0,Sathar,33,1,1,0,0,16,4,3,3,3,3,2,2,,0,0,0,0,0,1,Sathar,1,4
Kappa Azelfafage,0,0,0,17,1,30,0,0,0,Simat,50,1,1,0,0,16,3,2,3,2,3,1,3,,0,0,0,0,0,1,Simat,1,3
Kappa Azelfafage,0,0,0,24,0,52,0,0,0,Slavic League V,38,3,1,0,0,16,3,1,2,1,3,1,1,,0,0,0,0,0,1,Slavic League V,1,3
Kappa Azelfafage,0,0,0,60,1,31,0,0,0,Slow,32,1,1,0,0,16,10,9,14,15,17,9,14,,0,0,0,0,0,1,Slow,1,17
Kappa Azelfafage,0,0,0,34,0,39,0,0,0,So Cal,33,3,1,0,0,16,3,1,2,1,2,1,1,,0,0,0,0,0,1,So Cal,1,3
Kappa Azelfafage,0,0,0,9,1,22,0,0,0,SPF 1000000,38,1,1,0,0,16,4,3,3,4,4,3,3,,0,0,0,0,0,1,SPF 1000000,1,4
Kappa Azelfafage,0,0,0,38,1,60,0,0,0,The Other Klackons,36,1,1,0,0,16,4,4,3,3,3,3,3,,0,0,0,0,0,1,The Other Klackons,1,4
Kappa Azelfafage,0,0,0,62,1,21,0,0,0,Trinoid,50,1,1,0,0,16,4,4,3,3,3,3,2,,0,0,0,0,0,1,Trinoid,1,4
Kappa Azelfafage,0,0,0,32,1,37,0,0,0,Two Hearted,34,1,1,0,0,16,7,9,8,4,14,8,10,,0,0,0,0,0,1,Two Hearted,1,14
Kappa Azelfafage,0,0,0,48,1,42,0,0,0,Uplifted Monkeys,36,1,1,0,0,16,3,1,2,2,2,2,2,,0,0,0,0,0,1,Uplifted Monkeys,1,3
Kappa Azelfafage,0,0,0,29,1,7,0,0,0,Alpha Centaurians,34,2,1,0,0,16,3,3,1,2,4,2,2,,0,0,0,0,1,0,Alpha Centaurians,1,4
Kappa Azelfafage,0,0,0,54,1,46,0,0,0,expect delays,34,2,1,0,0,16,5,4,3,5,4,5,4,,0,0,0,0,1,0,expect delays,1,5
Kappa Azelfafage,0,0,0,47,1,62,0,0,0,hooli,38,2,1,0,0,16,3,2,2,2,2,2,1,,0,0,0,0,1,0,hooli,1,3
Kappa Azelfafage,0,0,0,4,1,63,0,0,0,JackTree,38,2,1,0,0,16,4,3,4,2,4,4,3,,0,0,0,0,1,0,JackTree,1,4
Kappa Azelfafage,0,0,0,25,1,10,0,0,0,Mega Structures,33,2,1,0,0,16,7,7,6,8,7,7,8,,0,0,0,0,1,0,Mega Structures,1,8
Kappa Azelfafage,0,0,0,35,1,50,0,0,0,MrConductor,34,2,1,0,0,16,3,1,3,3,3,3,3,,0,0,0,0,1,0,MrConductor,1,3
Kappa Azelfafage,0,0,0,46,1,47,0,0,0,Odiane,50,2,1,0,0,16,5,4,4,5,8,5,6,,0,0,0,0,1,0,Odiane,1,8
Kappa Azelfafage,0,0,0,36,1,13,0,0,0,Plus,33,2,1,0,0,16,6,7,6,9,8,7,8,,0,0,0,0,1,0,Plus,1,9
Kappa Azelfafage,0,0,0,14,1,4,0,0,0,Richstall,32,2,1,0,0,16,3,2,2,2,3,2,3,,0,0,0,0,1,0,Richstall,1,3
Kappa Azelfafage,0,0,0,7,1,38,0,0,0,Sin36,36,2,1,0,0,16,3,1,1,1,2,1,1,,0,0,0,0,1,0,Sin36,1,3
Kappa Azelfafage,0,0,0,50,1,20,0,0,0,Space Bears,32,2,1,0,0,16,3,1,1,1,3,1,1,,0,0,0,0,1,0,Space Bears,1,3
Kappa Azelfafage,0,0,0,45,1,3,0,0,0,Spears of Amazons,50,2,1,0,0,16,3,2,2,3,3,2,2,,0,0,0,0,1,0,Spears of Amazons,1,3
Kappa Azelfafage,0,0,0,0,1,57,0,0,0,TaylorAishman,38,2,1,0,0,16,3,2,2,3,2,2,3,,0,0,0,0,1,0,TaylorAishman,1,3
Kappa Azelfafage,0,0,0,11,1,53,0,0,0,Tennessee Jed,32,2,1,0,0,16,10,13,14,12,15,11,10,,0,0,0,0,1,0,Tennessee Jed,1,15
Kappa Azelfafage,0,0,0,12,1,2,0,0,0,tntwillboom,38,2,1,0,0,10,9,13,11,9,23,10,11,,0,0,0,0,1,0,tntwillboom,1,23
Kappa Azelfafage,0,0,0,30,1,14,0,0,0,Ugly Feminist,50,2,1,0,0,16,6,7,6,7,7,7,7,,0,0,0,0,1,0,Ugly Feminist,1,7
Kappa Azelfafage,0,0,0,8,1,17,0,0,0,UnclePhil,38,2,1,0,0,16,3,2,2,1,2,1,1,,0,0,0,0,1,0,UnclePhil,1,3
Kappa Azelfafage,0,0,0,40,1,12,0,0,0,United Sapian Front,38,2,1,0,0,16,7,8,7,9,11,9,9,,0,0,0,0,1,0,United Sapian Front,1,11
Kappa Azelfafage,0,0,0,27,1,9,0,0,0,Ur Quan,31,2,1,0,0,16,8,8,7,10,18,10,9,,0,0,0,0,1,0,Ur Quan,1,18
Kappa Azelfafage,0,0,0,19,1,51,0,0,0,WMG,36,2,1,0,0,16,4,3,4,4,6,3,5,,0,0,0,0,1,0,WMG,1,6
Kappa Hadar,2682,0,1041,28,0,8,290,308,272208,Limemaster,36,0,0,3121,0,0,16,17,33,17,37,23,36,1,1,1,1,1,0,64,Limemaster,1,37
Kappa Hadar,2675,0,949,63,0,62,277,369,261940,JorbGorb,14,0,0,2280,0,0,16,17,33,17,36,22,37,2,1,1,1,0,0,32,JorbGorb,1,37
Kappa Hadar,785,0,294,13,0,10,84,331,170445,spymort,33,0,0,729,0,0,16,17,34,17,31,23,31,3,1,1,1,0,0,16,spymort,1,34
Kappa Hadar,958,0,225,36,0,42,80,68,102552,Ungoliant,28,0,0,757,0,16,9,9,27,9,31,12,16,4,1,1,0,0,0,1,Ungoliant,1,31
Kappa Hadar,483,0,219,26,0,12,62,91,85599,Deepsix,2,0,0,699,0,1,16,17,30,17,30,24,30,5,1,1,0,0,0,1,Deepsix,1,30
Kappa Hadar,605,0,162,21,0,47,49,57,66309,iHexRT,36,0,0,519,0,16,9,9,29,9,30,12,16,6,1,1,0,0,0,1,iHexRT,1,30
Kappa Hadar,235,0,61,45,0,54,22,32,131925,Rardie,38,0,0,277,0,10,15,19,26,16,29,19,28,7,1,1,0,0,0,1,Rardie,1,29
Kappa Hadar,15,0,6,35,0,60,3,10,12834,Plain,38,0,0,11,0,16,13,13,15,17,29,19,24,8,1,0,0,0,0,1,Plain,1,29
Kappa Hadar,18,0,6,17,0,29,3,4,1889,FrogAnarchist,38,0,0,13,0,16,13,12,16,10,20,12,19,9,1,0,0,0,0,1,FrogAnarchist,1,20
Kappa Hadar,20,0,4,41,0,39,1,47,13972,FuoChEsplode,14,0,0,11,0,16,9,9,16,7,21,13,14,10,1,0,0,0,0,1,FuoChEsplode,1,21
Kappa Hadar,36,0,2,34,0,33,1,2,8100,Pokchop,35,0,0,11,0,16,9,10,16,9,18,10,15,11,1,0,0,0,0,1,Pokchop,1,18
Kappa Hadar,0,0,1,4,0,61,1,1,1,Arky,38,0,0,3,0,16,6,6,8,5,6,14,5,12,1,0,0,0,0,1,Arky,1,14
Kappa Hadar,8,0,4,62,1,24,1,0,127,Tezax,36,1,1,10,0,16,10,9,8,8,12,9,10,13,1,0,0,0,0,1,Tezax,1,12
Kappa Hadar,0,0,0,5,1,3,0,0,0,Padre Nick,26,1,1,0,0,15,3,3,3,2,4,3,2,,0,0,0,0,0,1,Padre Nick,1,4
Kappa Hadar,0,0,0,6,0,7,0,0,0,Witty Fox,38,3,1,0,0,16,3,3,3,2,3,2,1,,0,0,0,0,0,1,Witty Fox,1,3
Kappa Hadar,0,0,0,8,1,2,0,0,0,ZerxTheInhailer,36,1,1,0,0,16,5,5,6,4,7,6,7,,0,0,0,0,0,1,ZerxTheInhailer,1,7
Kappa Hadar,0,0,0,10,0,43,0,0,0,Mustache Taco,32,3,1,0,0,16,3,1,1,1,2,2,1,,0,0,0,0,0,1,Mustache Taco,1,3
Kappa Hadar,0,0,0,11,1,52,0,0,0,Tengo Charlie,38,1,1,0,0,16,3,1,2,1,2,3,1,,0,0,0,0,0,1,Tengo Charlie,1,3
Kappa Hadar,0,0,0,12,0,57,0,0,0,Binbo,9,3,1,0,0,16,4,3,4,3,3,3,4,,0,0,0,0,0,1,Binbo,1,4
Kappa Hadar,0,0,0,16,1,50,0,0,0,Whiz,50,1,1,0,0,16,8,7,8,9,10,9,9,,0,0,0,0,0,1,Whiz,1,10
Kappa Hadar,0,0,0,18,1,32,0,0,0,SpaceFluff,34,1,1,0,0,16,3,1,2,1,2,2,1,,0,0,0,0,0,1,SpaceFluff,1,3
Kappa Hadar,0,0,0,19,1,1,0,0,0,Pumiki,36,1,1,0,0,15,7,6,8,8,6,8,8,,0,0,0,0,0,1,Pumiki,1,8
Kappa Hadar,0,0,0,20,0,18,0,0,0,OliveOil,33,3,1,0,0,16,3,1,2,2,2,1,2,,0,0,0,0,0,1,OliveOil,1,3
Kappa Hadar,0,0,0,22,1,21,0,0,0,Skarer,36,1,1,0,0,10,6,8,8,8,8,9,8,,0,0,0,0,0,1,Skarer,1,9
Kappa Hadar,0,0,0,23,1,45,0,0,0,Blaxian,50,1,1,0,0,16,3,2,2,1,3,2,3,,0,0,0,0,0,1,Blaxian,1,3
Kappa Hadar,0,0,0,24,1,5,0,0,0,MirrorMe,38,1,1,0,0,16,4,2,3,2,4,6,4,,0,0,0,0,0,1,MirrorMe,1,6
Kappa Hadar,0,0,0,25,1,14,0,0,0,BioM6,6,1,1,0,0,16,4,4,4,4,6,5,4,,0,0,0,0,0,1,BioM6,1,6
Kappa Hadar,0,0,0,29,1,44,0,0,0,Patchee,26,1,1,0,0,16,3,3,3,3,2,2,3,,0,0,0,0,0,1,Patchee,1,3
Kappa Hadar,0,0,0,30,1,30,0,0,0,hegyerseros,38,1,1,0,0,16,3,1,1,1,2,2,2,,0,0,0,0,0,1,hegyerseros,1,3
Kappa Hadar,0,0,0,31,1,20,0,0,0,Darmody,23,1,1,0,0,16,3,2,2,2,2,2,1,,0,0,0,0,0,1,Darmody,1,3
Kappa Hadar,0,0,0,32,1,15,0,0,0,Agent48,33,1,1,0,0,16,8,6,7,7,9,7,7,,0,0,0,0,0,1,Agent48,1,9
Kappa Hadar,0,0,0,37,1,25,0,0,0,Dark Lord,1,1,1,0,0,16,3,2,2,2,3,2,2,,0,0,0,0,0,1,Dark Lord,1,3
Kappa Hadar,0,0,0,38,1,53,0,0,0,Kozak,50,1,1,0,0,16,8,7,8,8,10,9,9,,0,0,0,0,0,1,Kozak,1,10
Kappa Hadar,0,0,0,40,1,36,0,0,0,EZELYD,38,1,1,0,0,16,3,2,2,2,2,2,1,,0,0,0,0,0,1,EZELYD,1,3
Kappa Hadar,0,0,0,42,0,34,0,0,0,Langskip,50,3,1,0,0,16,3,2,1,1,2,1,2,,0,0,0,0,0,1,Langskip,1,3
Kappa Hadar,0,0,0,43,1,49,0,0,0,Wampus,36,1,1,0,0,16,3,3,3,3,4,4,4,,0,0,0,0,0,1,Wampus,1,4
Kappa Hadar,0,0,0,47,0,35,0,0,0,Wasse,38,3,1,0,0,16,9,9,20,8,21,11,14,,0,0,0,0,0,1,Wasse,1,21
Kappa Hadar,0,0,0,48,1,17,0,0,0,KingGalaxy,50,1,1,0,0,16,9,8,9,8,13,8,10,,0,0,0,0,0,1,KingGalaxy,1,13
Kappa Hadar,0,0,0,50,0,31,0,0,0,BelSon,16,3,1,0,0,16,13,12,16,9,18,12,19,,0,0,0,0,0,1,BelSon,1,19
Kappa Hadar,0,0,0,52,1,38,0,0,0,Praxus,33,1,1,0,0,16,3,2,2,2,2,2,1,,0,0,0,0,0,1,Praxus,1,3
Kappa Hadar,0,0,0,53,1,6,0,0,0,Tide,32,1,1,0,0,6,3,2,1,2,2,2,2,,0,0,0,0,0,1,Tide,1,3
Kappa Hadar,0,0,0,54,0,58,0,0,0,jkirstyn,38,3,1,0,0,15,3,2,1,2,3,2,1,,0,0,0,0,0,1,jkirstyn,1,3
Kappa Hadar,0,0,0,55,0,11,0,0,0,ShadedGlade,38,3,1,0,0,16,3,1,2,1,3,2,3,,0,0,0,0,0,1,ShadedGlade,1,3
Kappa Hadar,0,0,0,56,1,19,0,0,0,TheBucket,32,1,1,0,0,16,8,8,9,9,15,9,8,,0,0,0,0,0,1,TheBucket,1,15
Kappa Hadar,0,0,0,57,0,46,0,0,0,Keveloper,38,3,1,0,0,16,3,3,1,1,2,2,2,,0,0,0,0,0,1,Keveloper,1,3
Kappa Hadar,0,0,0,60,1,16,0,0,0,Grasshopper,44,1,1,0,0,16,3,3,2,3,3,4,3,,0,0,0,0,0,1,Grasshopper,1,4
Kappa Hadar,0,0,0,0,1,22,0,0,0,SpaceDolphin,36,2,1,0,0,16,6,8,7,6,8,8,9,,0,0,0,0,1,0,SpaceDolphin,1,9
Kappa Hadar,0,0,0,1,1,27,0,0,0,DavidLongBow,33,2,1,0,0,16,5,8,8,6,12,6,7,,0,0,0,0,1,0,DavidLongBow,1,12
Kappa Hadar,0,0,0,2,1,56,0,0,0,beyblady,50,2,1,0,0,16,3,2,2,2,3,3,1,,0,0,0,0,1,0,beyblady,1,3
Kappa Hadar,0,0,0,3,1,41,0,0,0,Keep Yourself Safe,50,2,1,0,0,16,4,3,4,3,3,3,3,,0,0,0,0,1,0,Keep Yourself Safe,1,4
Kappa Hadar,0,0,0,7,1,59,0,0,0,Bruh91,33,2,1,0,0,16,4,3,4,3,4,4,3,,0,0,0,0,1,0,Bruh91,1,4
Kappa Hadar,0,0,0,9,1,51,0,0,0,Niyukon,38,2,1,0,0,16,3,2,2,2,2,3,2,,0,0,0,0,1,0,Niyukon,1,3
Kappa Hadar,0,0,0,14,1,28,0,0,0,Osvaldo,34,2,1,0,0,16,3,1,1,1,1,1,1,,0,0,0,0,1,0,Osvaldo,1,3
Kappa Hadar,0,0,0,15,1,40,0,0,0,Latvia,38,2,1,0,0,16,4,3,3,3,3,3,3,,0,0,0,0,1,0,Latvia,1,4
Kappa Hadar,0,0,0,27,1,64,0,0,0,widges,38,2,1,0,0,16,3,2,2,2,2,2,2,,0,0,0,0,1,0,widges,1,3
Kappa Hadar,0,0,0,33,1,63,0,0,0,BazukaBoy,33,2,1,0,0,16,3,6,6,3,6,6,5,,0,0,0,0,1,0,BazukaBoy,1,6
Kappa Hadar,0,0,0,39,1,55,0,0,0,F Drabsaral,33,2,1,0,0,16,5,3,5,3,3,5,5,,0,0,0,0,1,0,F Drabsaral,1,5
Kappa Hadar,0,0,0,44,1,23,0,0,0,Arya Steele,40,2,1,0,0,16,9,9,9,8,16,9,10,,0,0,0,0,1,0,Arya Steele,1,16
Kappa Hadar,0,0,0,46,1,26,0,0,0,Pilly,38,2,1,0,0,16,5,7,7,6,11,5,7,,0,0,0,0,1,0,Pilly,1,11
Kappa Hadar,0,0,0,49,1,9,0,0,0,Star Bloke,33,2,1,0,0,16,3,2,2,2,3,2,2,,0,0,0,0,1,0,Star Bloke,1,3
Kappa Hadar,0,0,0,51,1,13,0,0,0,Joe Biden Gaming,33,2,1,0,0,16,3,2,3,2,3,3,3,,0,0,0,0,1,0,Joe Biden Gaming,1,3
Kappa Hadar,0,0,0,58,1,48,0,0,0,A Ssssssssssssssssssnake,40,2,1,0,0,16,3,2,2,2,3,3,3,,0,0,0,0,1,0,A Ssssssssssssssssssnake,1,3
Kappa Hadar,0,0,0,59,1,4,0,0,0,Slow,32,2,1,0,0,16,3,3,4,2,4,3,3,,0,0,0,0,1,0,Slow,1,4
Kappa Hadar,0,0,0,61,1,37,0,0,0,Jointz,38,2,1,0,0,16,7,9,11,7,12,9,9,,0,0,0,0,1,0,Jointz,1,12
Kappa Menkent,11964,0,2996,47,0,60,232,201,3138513,JustIcicle,33,0,0,7751,0,1,23,25,83,19,85,27,52,1,1,1,1,1,0,64,JustIcicle,1,85
Kappa Menkent,6875,0,2945,26,1,52,190,207,2041973,Deep,2,1,1,8371,0,16,24,28,68,19,100,28,47,2,1,1,1,0,0,32,Deep,1,100
Kappa Menkent,4879,0,909,39,1,25,107,120,1791012,Bird Box,50,1,1,3743,0,16,31,36,68,26,68,38,47,3,1,1,1,0,0,16,Bird Box,1,68
Kappa Menkent,2883,0,869,25,1,23,83,112,1139164,Indestructible Words,38,1,1,3583,0,16,28,36,54,26,71,38,48,4,1,1,0,0,0,1,Indestructible Words,1,71
Kappa Menkent,2150,0,716,38,1,44,49,63,525920,Klackon Empire,36,1,1,2026,0,16,26,28,71,24,76,29,55,5,1,1,0,0,0,1,Klackon Empire,1,76
Kappa Menkent,2342,0,987,33,1,24,48,91,1030250,Sefaloros,33,1,1,2278,0,16,33,37,62,29,71,38,63,6,1,1,0,0,0,1,Sefaloros,1,71
Kappa Menkent,1797,0,626,54,1,26,45,66,520265,air conditioning,33,1,1,1907,0,16,33,37,62,32,73,38,63,7,1,1,0,0,0,1,air conditioning,1,73
Kappa Menkent,1740,0,325,3,1,21,36,46,428371,Broken Halos,50,1,1,1283,0,16,31,36,58,26,62,42,47,8,1,1,0,0,0,1,Broken Halos,1,62
Kappa Menkent,0,0,0,8,0,57,0,0,0,AAA support family,34,3,1,0,0,16,3,3,2,3,4,3,3,,0,0,0,0,0,1,AAA support family,1,4
Kappa Menkent,0,0,0,37,1,48,0,0,0,chocolo,38,1,1,0,0,16,3,3,3,2,4,3,2,,0,0,0,0,0,1,chocolo,1,4
Kappa Menkent,0,0,0,31,1,22,0,0,0,Croesus,23,1,1,0,0,16,3,2,2,2,1,2,1,,0,0,0,0,0,1,Croesus,1,3
Kappa Menkent,0,0,0,17,0,1,0,0,0,DSP,32,3,1,0,0,16,12,12,19,13,27,15,15,,0,0,0,0,0,1,DSP,1,27
Kappa Menkent,0,0,0,27,0,61,0,0,0,Eoin6t,38,3,1,0,0,16,6,7,10,5,12,7,8,,0,0,0,0,0,1,Eoin6t,1,12
Kappa Menkent,0,0,0,62,1,19,0,0,0,GuestUserNameGUN,32,1,1,0,0,16,3,1,1,1,2,2,2,,0,0,0,0,0,1,GuestUserNameGUN,1,3
Kappa Menkent,0,0,0,45,1,54,0,0,0,H H,36,1,1,0,0,16,14,19,22,15,37,29,23,,0,0,0,0,0,1,H H,1,37
Kappa Menkent,0,0,0,48,1,47,0,0,0,HedgeENGEL,50,1,1,0,0,16,3,3,3,3,3,3,2,,0,0,0,0,0,1,HedgeENGEL,1,3
Kappa Menkent,0,0,0,40,1,43,0,0,0,Ill take it all,50,1,1,0,0,16,3,2,2,2,3,2,2,,0,0,0,0,0,1,Ill take it all,1,3
Kappa Menkent,0,0,0,50,1,15,0,0,0,Llucky Llama,40,1,1,0,0,16,8,8,15,7,22,13,14,,0,0,0,0,0,1,Llucky Llama,1,22
Kappa Menkent,0,0,0,2,0,8,0,0,0,Mossy Stone,32,3,1,0,0,16,12,13,18,12,29,14,27,,0,0,0,0,0,1,Mossy Stone,1,29
Kappa Menkent,0,0,0,52,1,13,0,0,0,mozart,38,1,1,0,0,13,9,10,15,9,15,13,14,,0,0,0,0,0,1,mozart,1,15
Kappa Menkent,0,0,0,6,1,28,0,0,0,MrLemons,38,1,1,0,0,15,3,2,2,1,2,1,1,,0,0,0,0,0,1,MrLemons,1,3
Kappa Menkent,0,0,0,13,0,6,0,0,0,Mutos,36,3,1,0,0,16,3,5,3,3,4,2,3,,0,0,0,0,0,1,Mutos,1,5
Kappa Menkent,0,0,0,1,0,35,0,0,0,Necria,50,3,1,0,0,16,6,5,6,6,8,6,7,,0,0,0,0,0,1,Necria,1,8
Kappa Menkent,0,0,0,63,0,62,0,0,0,Nova Jugoslavia,50,3,1,0,0,15,4,2,3,2,4,2,1,,0,0,0,0,0,1,Nova Jugoslavia,1,4
Kappa Menkent,0,0,0,34,1,49,0,0,0,Oil War of Terror,38,1,1,0,0,8,4,3,4,2,6,3,3,,0,0,0,0,0,1,Oil War of Terror,1,6
Kappa Menkent,0,0,0,24,1,59,0,0,0,scozz,44,1,1,0,0,16,3,2,2,2,2,2,2,,0,0,0,0,0,1,scozz,1,3
Kappa Menkent,0,0,0,22,0,36,0,0,0,spacebots 3000000,6,3,1,0,0,0,12,13,20,14,30,14,19,,0,0,0,0,0,1,spacebots 3000000,1,30
Kappa Menkent,0,0,0,46,1,64,0,0,0,Spears of Amazons,50,1,1,0,0,16,12,13,21,15,18,16,18,,0,0,0,0,0,1,Spears of Amazons,1,21
Kappa Menkent,0,0,0,28,1,16,0,0,0,TacoKing,38,1,1,0,0,16,5,5,4,4,6,3,3,,0,0,0,0,0,1,TacoKing,1,6
Kappa Menkent,0,0,0,49,1,3,0,0,0,Tech Union,33,1,1,0,0,16,19,20,35,19,39,24,30,,0,0,0,0,0,1,Tech Union,1,39
Kappa Menkent,0,0,0,32,0,58,0,0,0,Terrible Space Monsters,36,3,1,0,0,16,11,10,13,11,22,12,14,,0,0,0,0,0,1,Terrible Space Monsters,1,22
Kappa Menkent,0,0,0,7,0,33,0,0,0,The Crimson Marauders,36,3,1,0,0,16,6,8,7,8,10,7,8,,0,0,0,0,0,1,The Crimson Marauders,1,10
Kappa Menkent,0,0,0,16,1,20,0,0,0,The Eye,26,1,1,0,0,9,3,2,2,2,3,2,3,,0,0,0,0,0,1,The Eye,1,3
Kappa Menkent,0,0,0,59,1,14,0,0,0,Turd Harvester,39,1,1,0,0,16,3,1,2,1,2,2,1,,0,0,0,0,0,1,Turd Harvester,1,3
Kappa Menkent,0,0,0,15,1,63,0,0,0,Vibezor,32,1,1,0,0,16,4,3,2,4,4,2,1,,0,0,0,0,0,1,Vibezor,1,4
Kappa Menkent,0,0,0,41,0,37,0,0,0,waso lete,33,3,1,0,0,0,12,13,19,15,31,19,20,,0,0,0,0,0,1,waso lete,1,31
Kappa Menkent,1572,0,264,60,1,41,50,40,693708,Friend of my Friend,34,2,1,1025,0,16,32,25,54,19,58,26,42,,0,1,0,0,1,0,Friend of my Friend,1,58
Kappa Menkent,960,0,271,58,1,29,19,19,231318,Sathar,36,2,1,1018,0,16,28,38,54,26,62,39,48,,0,1,0,0,1,0,Sathar,1,62
Kappa Menkent,39,0,19,30,1,45,1,0,14461,Ugly Feminist,50,2,1,46,0,16,25,28,30,25,31,28,30,,0,0,0,0,1,0,Ugly Feminist,1,31
